% selection
@RELATION myRel

@ATTRIBUTE IMPACT_TYPE NUMERIC
@ATTRIBUTE ENVIRONMENT NUMERIC
@ATTRIBUTE LIGHT NUMERIC
@ATTRIBUTE ROAD_SURFACE_CONDITION NUMERIC
@ATTRIBUTE NO_OF_PEDESTRIANS NUMERIC
@ATTRIBUTE X NUMERIC
@ATTRIBUTE Y NUMERIC
@ATTRIBUTE class REAL

@DATA
3.0,1.0,7.0,1.0,0.0,0.6075883396098929,0.8090742432814721,0.0
5.0,1.0,3.0,1.0,0.0,0.5844197931523158,0.7898231880695619,0.0
2.0,1.0,1.0,1.0,0.0,0.6513281665093364,0.7670263034670342,0.0
3.0,1.0,1.0,1.0,0.0,0.33068164360231744,0.7192524138238809,0.0
3.0,1.0,1.0,1.0,0.0,0.6668903204071004,0.6716233716021094,0.0
4.0,1.0,1.0,1.0,0.0,0.5680515441860061,0.7027341893421237,0.0
2.0,1.0,1.0,1.0,0.0,0.6578882968660729,0.7999242462935854,0.0
2.0,1.0,1.0,1.0,0.0,0.6041249346572322,0.7822637034950759,0.0
3.0,1.0,7.0,1.0,0.0,0.7388777293263109,0.8944230851403319,0.0
4.0,1.0,1.0,1.0,0.0,0.6670495756830075,0.7700737999008425,0.0
7.0,1.0,1.0,1.0,0.0,0.6034767129573817,0.6789674167885948,0.0
5.0,1.0,1.0,1.0,0.0,0.5748509815591634,0.7495228142410042,0.0
2.0,1.0,1.0,1.0,0.0,0.5099165780737067,0.6930908864259635,0.0
2.0,1.0,1.0,1.0,0.0,0.6036126044709942,0.7839231157707047,0.0
2.0,1.0,1.0,1.0,0.0,0.5463097216219399,0.7101120930445859,0.0
5.0,1.0,1.0,1.0,0.0,0.4966181466336978,0.6603988217762264,0.0
7.0,1.0,1.0,1.0,1.0,0.4987063501972076,0.67290028614471,0.0
5.0,2.0,1.0,2.0,0.0,0.7514412589365316,0.9175166629979684,0.0
3.0,1.0,1.0,1.0,0.0,0.6334081036468531,0.7055979035253728,0.0
5.0,1.0,5.0,2.0,0.0,0.8020532162937339,0.8516291408566588,0.0
2.0,1.0,1.0,1.0,0.0,0.6041249418050283,0.7822637034950759,0.0
3.0,1.0,7.0,1.0,0.0,0.6662411563894866,0.6988399507291803,0.0
2.0,1.0,1.0,1.0,0.0,0.5538984210042273,0.7537617985880303,0.0
2.0,1.0,1.0,1.0,0.0,0.5484217904847588,0.5650364018474647,0.0
3.0,1.0,1.0,1.0,0.0,0.6325257392131425,0.8335376207129599,0.0
2.0,1.0,5.0,1.0,0.0,0.6390992943219338,0.6760789945955992,0.0
2.0,1.0,7.0,1.0,0.0,0.6058521923957931,0.8131488963643392,0.0
7.0,1.0,1.0,2.0,0.0,0.6208216498637862,0.7478667861741428,0.0
4.0,1.0,1.0,1.0,0.0,0.6059389547253842,0.7243992039618092,0.0
5.0,1.0,1.0,1.0,0.0,0.5457259194329039,0.7243108038286009,0.0
7.0,1.0,1.0,1.0,1.0,0.6935869438836066,0.6202944527774576,1.0
7.0,1.0,1.0,1.0,1.0,0.7882766020712406,0.8779087048568641,0.0
2.0,1.0,1.0,1.0,0.0,0.5162034172182786,0.7055724233903504,0.0
0.0,1.0,1.0,1.0,1.0,0.6368142059108459,0.8366086751826458,0.0
3.0,1.0,1.0,1.0,0.0,0.5341261342956489,0.6912503204114699,0.0
5.0,1.0,1.0,1.0,0.0,0.5685099716518414,0.5805152799572824,0.0
7.0,1.0,1.0,1.0,1.0,0.5299302184509393,0.5312386209060094,0.0
2.0,1.0,1.0,1.0,0.0,0.6485129082046689,0.7311059500649577,0.0
7.0,1.0,1.0,1.0,1.0,0.6351463058522819,0.835491607006162,0.0
3.0,1.0,1.0,1.0,0.0,0.5811410693769838,0.6256271772598723,0.0
7.0,1.0,7.0,1.0,0.0,0.8426245122224927,0.535887932353404,1.0
2.0,1.0,1.0,1.0,0.0,0.5890077501168669,0.5335775527337319,0.0
1.0,1.0,1.0,1.0,0.0,0.7085110664559178,0.6673402939717619,0.0
3.0,1.0,1.0,1.0,0.0,0.6012784428669518,0.6463366293172186,0.0
1.0,1.0,1.0,1.0,0.0,0.4809562488176349,0.5091558700686392,0.0
5.0,1.0,1.0,1.0,0.0,0.6611359551289961,0.6552825059454932,0.0
5.0,1.0,7.0,1.0,0.0,0.7572996484713963,0.8822267909770858,0.0
5.0,1.0,1.0,1.0,0.0,0.574265865366975,0.5611622877770515,0.0
3.0,1.0,1.0,1.0,0.0,0.6638870107393249,0.7796203900156087,0.0
3.0,1.0,1.0,1.0,0.0,0.6092338992322786,0.8191830556149284,0.0
2.0,1.0,1.0,1.0,0.0,0.4105068656962496,0.6594039465361448,0.0
7.0,1.0,1.0,1.0,0.0,0.7434455997929996,0.7269786446076267,0.0
3.0,1.0,1.0,2.0,0.0,0.631125669450654,0.7450730561141654,0.0
2.0,1.0,1.0,1.0,0.0,0.6324264027192124,0.7081063250714124,0.0
3.0,1.0,1.0,1.0,0.0,0.5045109072983287,0.5281269395027834,0.0
5.0,1.0,1.0,1.0,0.0,0.6008601097710846,0.7973651273286322,0.0
5.0,1.0,1.0,1.0,0.0,0.618540480827467,0.8253875259937189,0.0
2.0,1.0,1.0,1.0,0.0,0.3422877998083438,0.7027670457380282,0.0
2.0,1.0,1.0,1.0,0.0,0.679984799020656,0.7788988307049465,0.0
7.0,1.0,1.0,1.0,1.0,0.7566712583313517,0.8541205263614273,0.0
7.0,1.0,1.0,1.0,0.0,0.5353952028282398,0.504306430313747,0.0
2.0,1.0,1.0,1.0,0.0,0.6469046553118369,0.485600955555995,0.0
7.0,1.0,1.0,1.0,0.0,0.3267823005324155,0.459424051364806,0.0
5.0,1.0,1.0,1.0,0.0,0.4955374415846378,0.6427542636143215,0.0
3.0,1.0,1.0,1.0,0.0,0.6453813218085447,0.842240261442285,0.0
7.0,1.0,1.0,1.0,1.0,0.6059474546460439,0.6490214404247041,0.0
3.0,1.0,7.0,1.0,0.0,0.6806653001669245,0.8320719133194387,0.0
7.0,1.0,3.0,1.0,0.0,0.39071687747105255,0.23170831458533314,0.0
2.0,1.0,1.0,1.0,0.0,0.3941291244569465,0.5989916306381105,0.0
3.0,1.0,1.0,1.0,0.0,0.3744623535118787,0.5225968630783058,0.0
7.0,1.0,1.0,1.0,0.0,0.80065301667962,0.4142296845084559,0.0
2.0,1.0,1.0,1.0,0.0,0.6024722117520245,0.7937943270771086,0.0
3.0,1.0,1.0,1.0,0.0,0.6933446645753811,0.8535068181703593,0.0
5.0,1.0,1.0,1.0,0.0,0.5884953448787709,0.8014159923808677,0.0
2.0,1.0,1.0,1.0,0.0,0.7841053687571744,0.8747520923322583,0.0
7.0,1.0,1.0,1.0,1.0,0.3911906190896657,0.5068425169451416,0.0
5.0,1.0,5.0,1.0,0.0,0.7841081754583765,0.8747521744732579,0.0
7.0,1.0,5.0,1.0,0.0,0.30503258203644545,0.812630077444652,0.0
2.0,1.0,7.0,1.0,0.0,0.5844206246792423,0.7898207402680981,0.0
4.0,1.0,1.0,1.0,0.0,0.5010785761971732,0.67189612897279,0.0
7.0,1.0,1.0,1.0,1.0,0.6026356806536324,0.8229073773763673,0.0
3.0,1.0,1.0,1.0,0.0,0.6610455712494678,0.7890287368445854,0.0
3.0,1.0,1.0,1.0,0.0,0.6519052986134711,0.8201535678374228,0.0
3.0,1.0,1.0,1.0,0.0,0.6544330797136501,0.8115887104043651,0.0
4.0,1.0,1.0,1.0,0.0,0.6975503431180305,0.8066154184650571,0.0
5.0,1.0,1.0,1.0,0.0,0.6912932757348056,0.524634091050558,0.0
2.0,1.0,1.0,1.0,0.0,0.652897888016911,0.7307760882781764,0.0
7.0,1.0,5.0,1.0,1.0,0.6036126020883952,0.7839231157707047,0.0
3.0,1.0,7.0,1.0,0.0,0.596558201643135,0.7686114274315088,0.0
7.0,1.0,3.0,1.0,0.0,0.5228779468575668,0.7043605809398628,0.0
3.0,1.0,1.0,1.0,0.0,0.6365195928234222,0.7962180612626923,0.0
3.0,2.0,1.0,2.0,0.0,0.6132594866738872,0.8099627130833795,0.0
3.0,2.0,1.0,2.0,0.0,0.6390992967045328,0.6760789945955992,0.0
7.0,2.0,1.0,2.0,0.0,0.4966397699076843,0.6811390602765215,0.0
2.0,2.0,7.0,2.0,0.0,0.5468346569462996,0.7082680113957167,0.0
7.0,1.0,7.0,1.0,1.0,0.6108947277380707,0.8205806516997143,0.0
4.0,1.0,1.0,1.0,0.0,0.4289935903331301,0.6013113907588377,0.0
3.0,1.0,1.0,1.0,0.0,0.5925096054464296,0.6494454850703875,0.0
7.0,1.0,1.0,1.0,0.0,0.6844288422619629,0.7736715752534167,0.0
7.0,1.0,1.0,1.0,1.0,0.613439833904283,0.8141913640939009,0.0
3.0,1.0,1.0,1.0,0.0,0.4833128259097119,0.4115125098509651,0.0
3.0,1.0,1.0,1.0,0.0,0.5696293724854646,0.7627919190154273,0.0
3.0,1.0,1.0,1.0,0.0,0.7464445671747484,0.9126924076705336,0.0
7.0,1.0,1.0,1.0,0.0,0.7725750864049399,0.9018285060743808,0.0
3.0,1.0,1.0,9.0,0.0,0.4023602212767008,0.4894300892204058,0.0
2.0,1.0,1.0,1.0,0.0,0.6577393880247726,0.8475642461233974,0.0
3.0,1.0,1.0,1.0,0.0,0.5445354695077409,0.5615620844025244,0.0
2.0,1.0,1.0,1.0,0.0,0.1527391926516848,0.7617946616866504,0.0
3.0,1.0,7.0,1.0,0.0,0.5958239621757704,0.8029156404313653,0.0
3.0,1.0,1.0,1.0,0.0,0.5597602819853149,0.6955842597426879,0.0
2.0,1.0,1.0,1.0,0.0,0.5636080108208095,0.25890573843361153,1.0
5.0,1.0,1.0,1.0,0.0,0.7193947782491614,0.5486714360244349,0.0
3.0,1.0,1.0,1.0,0.0,0.571732729376345,0.657045284442674,0.0
7.0,1.0,1.0,1.0,0.0,0.7841693462959407,0.9303499276806092,0.0
5.0,1.0,1.0,1.0,0.0,0.5267123093146742,0.7245707143484879,0.0
2.0,1.0,7.0,1.0,0.0,0.5999432941522933,0.8049841312643338,0.0
3.0,1.0,1.0,1.0,0.0,0.5458941642534914,0.6546234887844662,0.0
3.0,1.0,1.0,1.0,0.0,0.5765897591621636,0.6408567246093071,0.0
7.0,1.0,7.0,1.0,1.0,0.6310840526001539,0.8592963944097534,0.0
7.0,1.0,5.0,1.0,0.0,0.6877676051405041,0.8297056449703177,0.0
3.0,1.0,1.0,1.0,0.0,0.7436090627381109,0.8416518198196599,0.0
3.0,1.0,1.0,1.0,0.0,0.3830377298790735,0.5221068756460454,0.0
3.0,1.0,1.0,1.0,0.0,0.7421795607345834,0.8896032489981422,0.0
1.0,1.0,1.0,1.0,0.0,0.9328585394003186,0.9993265753093395,0.0
2.0,1.0,7.0,1.0,0.0,0.5980493950820307,0.5279196485009692,0.0
3.0,1.0,1.0,1.0,0.0,0.6544343210475425,0.8115965302265948,0.0
3.0,1.0,1.0,1.0,0.0,0.5908329934159271,0.7873566255719169,0.0
5.0,1.0,1.0,1.0,0.0,0.6722198361820473,0.764701746312511,1.0
2.0,1.0,7.0,2.0,0.0,0.5518948413880258,0.7008722666702596,0.0
4.0,1.0,1.0,1.0,0.0,0.6906519373624347,0.8009361247185467,0.0
3.0,1.0,1.0,1.0,0.0,0.5043586544798337,0.6788208772628224,0.0
3.0,1.0,7.0,1.0,0.0,0.6638933079475393,0.7796177450757398,0.0
3.0,2.0,1.0,2.0,0.0,0.571262534255812,0.6247065574745676,0.0
3.0,1.0,1.0,1.0,0.0,0.653382307251344,0.6722616892337214,0.0
3.0,1.0,1.0,1.0,0.0,0.813186121696468,0.8927620629012978,0.0
7.0,1.0,1.0,1.0,1.0,0.4079578568334599,0.6025101892201548,0.0
5.0,1.0,1.0,1.0,0.0,0.6005987839693043,0.7922532799677526,0.0
2.0,1.0,1.0,1.0,0.0,0.5683928097461628,0.7831833047321197,0.0
2.0,1.0,1.0,1.0,0.0,0.5847543278713054,0.7760539103801705,0.0
3.0,1.0,1.0,1.0,0.0,0.6734574603690451,0.7474384537688081,0.0
7.0,1.0,1.0,1.0,1.0,0.5075934645795739,0.7004341923435362,0.0
2.0,1.0,1.0,1.0,0.0,0.6439833832805428,0.6841621772645681,0.0
7.0,1.0,7.0,1.0,0.0,0.4856521267790282,0.6721778725677439,0.0
2.0,1.0,1.0,1.0,0.0,0.5942966556892406,0.8062819260465233,0.0
7.0,1.0,1.0,1.0,1.0,0.6165858636133823,0.8049512748684151,0.0
5.0,1.0,1.0,1.0,0.0,0.6606051312120904,0.6942234299649215,0.0
3.0,1.0,1.0,1.0,0.0,0.4343047458029332,0.5829593029673248,0.0
5.0,1.0,1.0,1.0,0.0,0.6925799123584921,0.7204982297877365,0.0
4.0,1.0,7.0,1.0,0.0,0.5582705335924967,0.6148248649779049,0.0
2.0,1.0,7.0,1.0,0.0,0.6205054409022619,0.6739846950636519,0.0
6.0,1.0,7.0,1.0,0.0,0.4744285420545333,0.6083323918606851,0.0
7.0,1.0,1.0,1.0,0.0,0.7606350983465244,0.3799240586835566,0.0
3.0,1.0,1.0,1.0,0.0,0.594296624715458,0.8062825831744505,0.0
3.0,1.0,1.0,1.0,0.0,0.485649521407411,0.6330955181921071,0.0
3.0,1.0,1.0,1.0,0.0,0.5748705462679213,0.7351373969871702,0.0
2.0,1.0,1.0,1.0,0.0,0.6285943001569176,0.8304808094909362,0.0
2.0,2.0,1.0,2.0,0.0,0.5210153467943801,0.6376641179029434,0.0
7.0,1.0,1.0,8.0,0.0,0.3432406617620076,0.30817086488991663,0.0
5.0,1.0,1.0,1.0,0.0,0.5906991568936446,0.5515385344164798,0.0
7.0,2.0,1.0,2.0,1.0,0.5734488651444405,0.7540892618578994,0.0
5.0,1.0,1.0,1.0,0.0,0.607150034380898,0.7721657830568773,0.0
5.0,1.0,1.0,1.0,0.0,0.5950217114301353,0.7736754851645173,0.0
